769,"Disc Title","Anacondas - The Hunt for the Blood Orchid",043396032590,"DVD",2004,tt0366174,97,"Dwight H. Little","Johnny Messner,Kadee Strickland,Matthew Marsden,Nicholas Gonzalez,Eugene Byrd,Karl Yune,Salli Richardson-Whitfield,Morris Chestnut,Andy Anderson,Nicholas Hope,Dwight H. Little,Hans Bauer,Jim Cash",
362,"Disc Title","Anastasia",024543035343,"DVD",1997,tt0118617,95,"Don Bluth & Gary Goldman","Meg Ryan,John Cusack,Kelsey Grammer,Christopher Lloyd,Hank Azaria,Bernadette Peters,Kirsten Dunst,Angela Lansbury,Rick Jones,Andrea Martin,David Newman,Susan Gauthier,Bruce Graham,Bob Tzudiker,Noni White,Don Bluth & Gary Goldman,Don Bluth & Gary Goldman",
285,"Disc Title","Andy Griffith Show, The - Season 4",097360473520,"DVD",1960,tt0053479,811,"Aaron Ruben","Aaron Ruben",
69,"Disc Title","Angels & Demons",043396243705,"DVD",2009,tt0808151,138,"Ron Howard","Tom Hanks,Ewan McGregor,Ayelet Zurer,Stellan Skarsgård,Pierfrancesco Favino,Nikolaj Lie Kaas,Armin Mueller-Stahl,Thure Lindhardt,David Pasquesi,Cosimo Fusco,Ron Howard",
929,"Disc Title","Angels in the Outfield",786936169713,"DVD",1994,tt0109127,103,"William Dear","Danny Glover,Brenda Fricker,Tony Danza,Christopher Lloyd,Ben Johnson,Jay O. Sanders,Joseph Gordon-Levitt,Milton Davis Jr.,Taylor Negron,Tony Longo,William Dear,Dorothy Kingsley,George Wells",
1387,"Disc Title","Angry Birds Movie, The",043396446953,"DVD",2016,tt1985949,97,"Clay Kaytis","Jason Sudeikis,Josh Gad,Danny McBride,Maya Rudolph,Bill Hader,Peter Dinklage,Sean Penn,Keegan-Michael Key,Kate McKinnon,Tony Hale,Clay Kaytis,Fergal Reilly,John Cohen,Mikael Hed,Mikko Pöllä,Jon Vitti",
297,"Disc Title","Anna and the King",024543000440,"DVD",1999,tt0166485,147,"Andy Tennant","Jodie Foster,Yun-Fat Chow,Ling Bai,Tom Felton,Syed Alwi,Randall Duk Kim,Kay Siu Lim,Melissa Campbell,Keith Chin,Mano Maniam,Andy Tennant,Anna Leonowens,Steve Meerson",
931,"Disc Title","Annie",043396052864,"DVD",1981,tt0083564,127,"John Huston","Albert Finney,Carol Burnett,Ann Reinking,Tim Curry,Bernadette Peters,Aileen Quinn,Geoffrey Holder,Roger Minami,Toni Ann Gisondi,Rosanne Sorrentino,John Huston,Carol Sobieski,Thomas Meehan",
1276,"Disc Title","Annie",043396440036,"DVD",2014,tt1823664,118,"Will Gluck","Jamie Foxx,Quvenzhané Wallis,Rose Byrne,Bobby Cannavale,Adewale Akinnuoye-Agbaje,David Zayas,Cameron Diaz,Zoe Margaret Colletti,Nicolette Pierini,Eden Duncan-Smith,Will Gluck,Will Gluck,Aline Brosh McKenna,Thomas Meehan,Harold Gray",
1337,"Disc Title","Ant-Man",786936846775,"DVD",2015,tt0478970,117,"Peyton Reed","Paul Rudd,Michael Douglas,Evangeline Lilly ,Corey Stoll,Bobby Cannavale,Anthony Mackie,Judy Greer,Abby Ryder Fortson,Michael Peña,David Dastmalchian,Peyton Reed,Edgar Wright,Joe Cornish,Adam McKay,Paul Rudd,Edgar Wright,Joe Cornish,Stan Lee,Larry Lieber,Jack Kirby",
930,"Disc Title","Antz",678149190625,"DVD",1998,tt0120587,83,"Eric Darnell","Woody Allen,Dan Aykroyd,Anne Bancroft,Jane Curtin,Danny Glover,Gene Hackman,Jennifer Lopez,John Mahoney,Paul Mazursky,Grant Shaud,Eric Darnell",
100,"Disc Title","Apocalypto",786936705089,"DVD",2006,tt0472043,138,"Mel Gibson","Rudy Youngblood,Dalia Hernández,Jonathan Brewer,Morris Birdyellowhead,Carlos Emilio Báez,Amilcar Ramírez,Israel Contreras,Israel Ríos,María Isabel Díaz,Espiridion Acosta Cache,Mel Gibson,Mel Gibson,Farhad Safinia",
722,"Disc Title","Apollo 13",025192002328,"DVD",1995,tt0112384,140,"Ron Howard","Tom Hanks,Bill Paxton,Kevin Bacon,Gary Sinise,Ed Harris,Kathleen Quinlan,Mary Kate Schellhardt,Emily Ann Lloyd,Miko Hughes,Max Elliott Slade,Ron Howard,Jim Lovell,Jeffrey Kluger",
